==================== 2026-05-24T20:58:32.450080Z | 1e259141-0a8a-4a3e-842f-64c6fc1c86b6 ====================
21:30:36.939945 [info ]: Loading ~/.dbt/profiles.yml
21:30:37.428243 [info ]: Loading ~/.dbt/profiles.yml
21:30:37.943837 [info ]: Loading ~/.dbt/profiles.yml
21:30:38.435323 [info ]: Loading ~/.dbt/profiles.yml
21:30:38.928366 [info ]: Loading ~/.dbt/profiles.yml
21:30:39.436998 [info ]: Loading ~/.dbt/profiles.yml
21:30:40.000931 [info ]: Loading ~/.dbt/profiles.yml
21:30:40.433979 [info ]: Loading ~/.dbt/profiles.yml
21:30:40.926976 [info ]: Loading ~/.dbt/profiles.yml
21:30:41.448524 [info ]: Loading ~/.dbt/profiles.yml
21:30:41.937686 [info ]: Loading ~/.dbt/profiles.yml
21:30:42.432632 [info ]: Loading ~/.dbt/profiles.yml
21:30:42.763089 [info ]: Loading ~/.dbt/profiles.yml
21:31:01.253328 [info ]: Loading ~/.dbt/profiles.yml
21:31:01.767011 [info ]: Loading ~/.dbt/profiles.yml
21:31:02.262725 [info ]: Loading ~/.dbt/profiles.yml
21:31:02.768587 [info ]: Loading ~/.dbt/profiles.yml
21:31:03.263432 [info ]: Loading ~/.dbt/profiles.yml
21:31:03.776811 [info ]: Loading ~/.dbt/profiles.yml
21:31:04.274126 [info ]: Loading ~/.dbt/profiles.yml
21:31:04.770173 [info ]: Loading ~/.dbt/profiles.yml
21:31:05.265097 [info ]: Loading ~/.dbt/profiles.yml
21:31:05.773033 [info ]: Loading ~/.dbt/profiles.yml
21:31:06.271050 [info ]: Loading ~/.dbt/profiles.yml
21:31:06.765916 [info ]: Loading ~/.dbt/profiles.yml
21:31:07.278952 [info ]: Loading ~/.dbt/profiles.yml
21:31:07.782059 [info ]: Loading ~/.dbt/profiles.yml
21:31:08.269459 [info ]: Loading ~/.dbt/profiles.yml
21:31:08.791027 [info ]: Loading ~/.dbt/profiles.yml
21:31:09.287253 [info ]: Loading ~/.dbt/profiles.yml
21:31:09.782652 [info ]: Loading ~/.dbt/profiles.yml
21:31:10.294983 [info ]: Loading ~/.dbt/profiles.yml
21:31:10.782203 [info ]: Loading ~/.dbt/profiles.yml
21:31:11.283103 [info ]: Loading ~/.dbt/profiles.yml
21:31:11.796250 [info ]: Loading ~/.dbt/profiles.yml
21:31:12.293860 [info ]: Loading ~/.dbt/profiles.yml
21:31:12.794875 [info ]: Loading ~/.dbt/profiles.yml
21:31:13.290985 [info ]: Loading ~/.dbt/profiles.yml
21:31:13.786748 [info ]: Loading ~/.dbt/profiles.yml
21:31:14.306185 [info ]: Loading ~/.dbt/profiles.yml
21:31:14.803391 [info ]: Loading ~/.dbt/profiles.yml
21:31:15.296260 [info ]: Loading ~/.dbt/profiles.yml
21:31:15.799939 [info ]: Loading ~/.dbt/profiles.yml
21:31:16.300180 [info ]: Loading ~/.dbt/profiles.yml
21:31:16.822268 [info ]: Loading ~/.dbt/profiles.yml
21:31:17.295617 [info ]: Loading ~/.dbt/profiles.yml
21:31:17.805405 [info ]: Loading ~/.dbt/profiles.yml
21:31:18.314946 [info ]: Loading ~/.dbt/profiles.yml
21:31:18.834244 [info ]: Loading ~/.dbt/profiles.yml
21:31:19.322647 [info ]: Loading ~/.dbt/profiles.yml
21:31:19.811922 [info ]: Loading ~/.dbt/profiles.yml
21:31:20.305900 [info ]: Loading ~/.dbt/profiles.yml
21:31:20.809756 [info ]: Loading ~/.dbt/profiles.yml
21:31:21.318138 [info ]: Loading ~/.dbt/profiles.yml
21:31:21.834911 [info ]: Loading ~/.dbt/profiles.yml
21:31:22.320402 [info ]: Loading ~/.dbt/profiles.yml
21:31:22.820044 [info ]: Loading ~/.dbt/profiles.yml
21:31:23.373954 [info ]: Loading ~/.dbt/profiles.yml
21:31:23.871940 [info ]: Loading ~/.dbt/profiles.yml
21:31:24.368962 [info ]: Loading ~/.dbt/profiles.yml
21:31:24.879586 [info ]: Loading ~/.dbt/profiles.yml
21:31:25.373826 [info ]: Loading ~/.dbt/profiles.yml
21:31:25.897748 [info ]: Loading ~/.dbt/profiles.yml
21:31:26.395812 [info ]: Loading ~/.dbt/profiles.yml
21:31:26.897724 [info ]: Loading ~/.dbt/profiles.yml
21:31:27.400607 [info ]: Loading ~/.dbt/profiles.yml
21:31:28.198364 [info ]: Loading ~/.dbt/profiles.yml
21:33:10.544686 [info ]: Loading ~/.dbt/profiles.yml
21:36:36.159764 [info ]: Loading ~/.dbt/profiles.yml
21:36:36.780724 [info ]: Loading ~/.dbt/profiles.yml
21:36:37.216414 [info ]: Loading ~/.dbt/profiles.yml
21:36:37.728801 [info ]: Loading ~/.dbt/profiles.yml
21:36:38.192260 [info ]: Loading ~/.dbt/profiles.yml
21:36:38.801457 [info ]: Loading ~/.dbt/profiles.yml
21:36:39.273291 [info ]: Loading ~/.dbt/profiles.yml
21:36:39.619141 [info ]: Loading ~/.dbt/profiles.yml
21:36:50.843246 [info ]: Loading ~/.dbt/profiles.yml
21:37:22.305579 [info ]: Loading ~/.dbt/profiles.yml
21:37:23.175039 [info ]: Loading ~/.dbt/profiles.yml
21:37:28.720881 [info ]: Loading ~/.dbt/profiles.yml
21:43:06.094758 [info ]: Loading ~/.dbt/profiles.yml
21:43:10.877003 [info ]: Loading ~/.dbt/profiles.yml
21:43:26.889437 [info ]: Loading ~/.dbt/profiles.yml
21:43:27.405205 [info ]: Loading ~/.dbt/profiles.yml
21:43:27.905558 [info ]: Loading ~/.dbt/profiles.yml
21:43:28.406657 [info ]: Loading ~/.dbt/profiles.yml
21:43:28.901879 [info ]: Loading ~/.dbt/profiles.yml
21:43:29.402519 [info ]: Loading ~/.dbt/profiles.yml
21:43:29.909004 [info ]: Loading ~/.dbt/profiles.yml
21:43:31.404293 [info ]: Loading ~/.dbt/profiles.yml
21:43:31.893182 [info ]: Loading ~/.dbt/profiles.yml
21:43:32.418702 [info ]: Loading ~/.dbt/profiles.yml
21:43:32.924174 [info ]: Loading ~/.dbt/profiles.yml
21:43:33.373634 [info ]: Loading ~/.dbt/profiles.yml
21:43:33.907381 [info ]: Loading ~/.dbt/profiles.yml
21:43:34.397404 [info ]: Loading ~/.dbt/profiles.yml
21:43:34.893124 [info ]: Loading ~/.dbt/profiles.yml
21:43:35.382058 [info ]: Loading ~/.dbt/profiles.yml
21:43:35.924207 [info ]: Loading ~/.dbt/profiles.yml
21:43:36.401256 [info ]: Loading ~/.dbt/profiles.yml
21:43:36.909189 [info ]: Loading ~/.dbt/profiles.yml
21:43:37.376645 [info ]: Loading ~/.dbt/profiles.yml
21:43:37.892670 [info ]: Loading ~/.dbt/profiles.yml
21:43:38.461266 [info ]: Loading ~/.dbt/profiles.yml
21:43:38.896247 [info ]: Loading ~/.dbt/profiles.yml
21:43:39.401528 [info ]: Loading ~/.dbt/profiles.yml
21:43:39.893033 [info ]: Loading ~/.dbt/profiles.yml
21:43:40.397389 [info ]: Loading ~/.dbt/profiles.yml
21:43:40.910112 [info ]: Loading ~/.dbt/profiles.yml
21:43:41.394089 [info ]: Loading ~/.dbt/profiles.yml
21:43:41.903439 [info ]: Loading ~/.dbt/profiles.yml
21:43:42.406443 [info ]: Loading ~/.dbt/profiles.yml
21:43:42.901413 [info ]: Loading ~/.dbt/profiles.yml
21:43:43.427119 [info ]: Loading ~/.dbt/profiles.yml
21:43:43.916360 [info ]: Loading ~/.dbt/profiles.yml
21:43:44.401929 [info ]: Loading ~/.dbt/profiles.yml
21:43:44.913215 [info ]: Loading ~/.dbt/profiles.yml
21:43:45.406960 [info ]: Loading ~/.dbt/profiles.yml
21:43:45.931296 [info ]: Loading ~/.dbt/profiles.yml
21:43:46.396142 [info ]: Loading ~/.dbt/profiles.yml
21:43:46.941007 [info ]: Loading ~/.dbt/profiles.yml
21:43:47.399324 [info ]: Loading ~/.dbt/profiles.yml
21:43:48.216579 [info ]: Loading ~/.dbt/profiles.yml
21:43:48.690497 [info ]: Loading ~/.dbt/profiles.yml
21:43:49.203942 [info ]: Loading ~/.dbt/profiles.yml
21:43:49.691491 [info ]: Loading ~/.dbt/profiles.yml
21:43:50.190729 [info ]: Loading ~/.dbt/profiles.yml
21:43:50.696184 [info ]: Loading ~/.dbt/profiles.yml
21:43:51.188681 [info ]: Loading ~/.dbt/profiles.yml
21:43:51.686282 [info ]: Loading ~/.dbt/profiles.yml
21:43:52.198810 [info ]: Loading ~/.dbt/profiles.yml
21:43:52.720111 [info ]: Loading ~/.dbt/profiles.yml
21:44:02.932602 [info ]: Loading ~/.dbt/profiles.yml
21:44:03.454093 [info ]: Loading ~/.dbt/profiles.yml
21:44:03.962203 [info ]: Loading ~/.dbt/profiles.yml
21:44:04.979427 [info ]: Loading ~/.dbt/profiles.yml
21:44:05.463250 [info ]: Loading ~/.dbt/profiles.yml
21:44:06.451988 [info ]: Loading ~/.dbt/profiles.yml
21:44:07.844898 [info ]: Loading ~/.dbt/profiles.yml
21:44:08.660727 [info ]: Loading ~/.dbt/profiles.yml
21:44:08.967531 [info ]: Loading ~/.dbt/profiles.yml
21:44:09.462243 [info ]: Loading ~/.dbt/profiles.yml
21:44:10.406217 [info ]: Loading ~/.dbt/profiles.yml
21:44:11.572599 [info ]: Loading ~/.dbt/profiles.yml
21:44:12.579276 [info ]: Loading ~/.dbt/profiles.yml
21:44:13.574996 [info ]: Loading ~/.dbt/profiles.yml
21:44:14.576090 [info ]: Loading ~/.dbt/profiles.yml
21:44:15.220291 [info ]: Loading ~/.dbt/profiles.yml
21:44:15.591125 [info ]: Loading ~/.dbt/profiles.yml
21:44:16.087160 [info ]: Loading ~/.dbt/profiles.yml
21:44:17.102349 [info ]: Loading ~/.dbt/profiles.yml
21:44:17.572364 [info ]: Loading ~/.dbt/profiles.yml
21:44:18.583945 [info ]: Loading ~/.dbt/profiles.yml
21:44:19.088068 [info ]: Loading ~/.dbt/profiles.yml
21:44:19.583193 [info ]: Loading ~/.dbt/profiles.yml
21:44:20.094205 [info ]: Loading ~/.dbt/profiles.yml
21:44:20.592216 [info ]: Loading ~/.dbt/profiles.yml
21:44:21.086001 [info ]: Loading ~/.dbt/profiles.yml
21:44:22.092227 [info ]: Loading ~/.dbt/profiles.yml
21:44:23.083710 [info ]: Loading ~/.dbt/profiles.yml
21:44:23.591087 [info ]: Loading ~/.dbt/profiles.yml
21:44:24.091533 [info ]: Loading ~/.dbt/profiles.yml
21:44:24.603463 [info ]: Loading ~/.dbt/profiles.yml
21:44:25.078968 [info ]: Loading ~/.dbt/profiles.yml
21:44:26.097273 [info ]: Loading ~/.dbt/profiles.yml
21:44:26.601740 [info ]: Loading ~/.dbt/profiles.yml
21:44:27.092018 [info ]: Loading ~/.dbt/profiles.yml
21:44:27.586955 [info ]: Loading ~/.dbt/profiles.yml
21:44:28.102076 [info ]: Loading ~/.dbt/profiles.yml
21:44:29.094269 [info ]: Loading ~/.dbt/profiles.yml
21:44:30.103627 [info ]: Loading ~/.dbt/profiles.yml
21:44:31.110906 [info ]: Loading ~/.dbt/profiles.yml
21:44:31.602189 [info ]: Loading ~/.dbt/profiles.yml
21:44:32.109833 [info ]: Loading ~/.dbt/profiles.yml
21:44:32.601867 [info ]: Loading ~/.dbt/profiles.yml
21:44:33.191829 [info ]: Loading ~/.dbt/profiles.yml
21:44:33.590002 [info ]: Loading ~/.dbt/profiles.yml
21:44:34.175665 [info ]: Loading ~/.dbt/profiles.yml
21:44:34.601989 [info ]: Loading ~/.dbt/profiles.yml
21:44:35.098051 [info ]: Loading ~/.dbt/profiles.yml
21:44:35.604748 [info ]: Loading ~/.dbt/profiles.yml
21:44:36.094962 [info ]: Loading ~/.dbt/profiles.yml
21:44:36.598252 [info ]: Loading ~/.dbt/profiles.yml
21:44:37.603065 [info ]: Loading ~/.dbt/profiles.yml
21:44:38.101598 [info ]: Loading ~/.dbt/profiles.yml
21:44:38.601896 [info ]: Loading ~/.dbt/profiles.yml
21:44:39.098293 [info ]: Loading ~/.dbt/profiles.yml
21:44:39.816203 [info ]: Loading ~/.dbt/profiles.yml
21:44:40.115526 [info ]: Loading ~/.dbt/profiles.yml
21:44:40.617953 [info ]: Loading ~/.dbt/profiles.yml
21:44:41.611761 [info ]: Loading ~/.dbt/profiles.yml
21:44:42.608308 [info ]: Loading ~/.dbt/profiles.yml
21:44:43.611435 [info ]: Loading ~/.dbt/profiles.yml
21:44:44.623568 [info ]: Loading ~/.dbt/profiles.yml
21:44:45.607705 [info ]: Loading ~/.dbt/profiles.yml
21:44:46.617475 [info ]: Loading ~/.dbt/profiles.yml
21:44:47.125194 [info ]: Loading ~/.dbt/profiles.yml
21:44:48.131477 [info ]: Loading ~/.dbt/profiles.yml
21:44:48.620389 [info ]: Loading ~/.dbt/profiles.yml
21:44:49.128791 [info ]: Loading ~/.dbt/profiles.yml
21:44:49.734639 [info ]: Loading ~/.dbt/profiles.yml
21:44:50.121616 [info ]: Loading ~/.dbt/profiles.yml
21:44:50.622116 [info ]: Loading ~/.dbt/profiles.yml
21:44:51.120529 [info ]: Loading ~/.dbt/profiles.yml
21:44:51.622926 [info ]: Loading ~/.dbt/profiles.yml
21:44:52.630737 [info ]: Loading ~/.dbt/profiles.yml
21:44:52.904479 [info ]: Loading ~/.dbt/profiles.yml
21:44:53.433402 [info ]: Loading ~/.dbt/profiles.yml
21:44:53.924142 [info ]: Loading ~/.dbt/profiles.yml
21:44:54.420586 [info ]: Loading ~/.dbt/profiles.yml
21:44:54.937557 [info ]: Loading ~/.dbt/profiles.yml
21:44:55.422671 [info ]: Loading ~/.dbt/profiles.yml
21:44:55.932354 [info ]: Loading ~/.dbt/profiles.yml
21:44:56.431050 [info ]: Loading ~/.dbt/profiles.yml
21:44:56.929233 [info ]: Loading ~/.dbt/profiles.yml
21:44:57.447579 [info ]: Loading ~/.dbt/profiles.yml
21:44:57.930263 [info ]: Loading ~/.dbt/profiles.yml
21:44:58.438768 [info ]: Loading ~/.dbt/profiles.yml
21:44:58.936145 [info ]: Loading ~/.dbt/profiles.yml
21:44:59.448138 [info ]: Loading ~/.dbt/profiles.yml
21:44:59.937375 [info ]: Loading ~/.dbt/profiles.yml
21:45:00.439796 [info ]: Loading ~/.dbt/profiles.yml
21:45:00.935007 [info ]: Loading ~/.dbt/profiles.yml
21:45:01.718713 [info ]: Loading ~/.dbt/profiles.yml
21:45:02.566024 [info ]: Loading ~/.dbt/profiles.yml
21:45:03.558637 [info ]: Loading ~/.dbt/profiles.yml
21:45:04.064037 [info ]: Loading ~/.dbt/profiles.yml
21:45:04.563371 [info ]: Loading ~/.dbt/profiles.yml
21:45:05.078150 [info ]: Loading ~/.dbt/profiles.yml
21:45:05.567273 [info ]: Loading ~/.dbt/profiles.yml
21:45:06.064928 [info ]: Loading ~/.dbt/profiles.yml
21:45:06.582525 [info ]: Loading ~/.dbt/profiles.yml
21:45:07.067672 [info ]: Loading ~/.dbt/profiles.yml
21:45:07.566207 [info ]: Loading ~/.dbt/profiles.yml
21:45:08.066607 [info ]: Loading ~/.dbt/profiles.yml
21:45:08.569312 [info ]: Loading ~/.dbt/profiles.yml
21:45:09.064091 [info ]: Loading ~/.dbt/profiles.yml
21:45:09.566082 [info ]: Loading ~/.dbt/profiles.yml
21:45:10.073247 [info ]: Loading ~/.dbt/profiles.yml
21:45:10.576334 [info ]: Loading ~/.dbt/profiles.yml
21:45:11.085891 [info ]: Loading ~/.dbt/profiles.yml
21:45:11.576967 [info ]: Loading ~/.dbt/profiles.yml
21:45:12.083067 [info ]: Loading ~/.dbt/profiles.yml
21:45:12.572874 [info ]: Loading ~/.dbt/profiles.yml
21:45:13.083106 [info ]: Loading ~/.dbt/profiles.yml
21:45:13.580081 [info ]: Loading ~/.dbt/profiles.yml
21:45:14.100598 [info ]: Loading ~/.dbt/profiles.yml
21:45:14.588311 [info ]: Loading ~/.dbt/profiles.yml
21:45:15.094813 [info ]: Loading ~/.dbt/profiles.yml
21:45:15.580471 [info ]: Loading ~/.dbt/profiles.yml
21:45:16.080676 [info ]: Loading ~/.dbt/profiles.yml
21:45:16.579286 [info ]: Loading ~/.dbt/profiles.yml
21:45:17.079687 [info ]: Loading ~/.dbt/profiles.yml
21:45:17.597785 [info ]: Loading ~/.dbt/profiles.yml
21:45:18.083154 [info ]: Loading ~/.dbt/profiles.yml
21:45:18.587763 [info ]: Loading ~/.dbt/profiles.yml
21:45:19.094069 [info ]: Loading ~/.dbt/profiles.yml
21:45:19.599806 [info ]: Loading ~/.dbt/profiles.yml
21:45:20.089605 [info ]: Loading ~/.dbt/profiles.yml
21:45:20.588858 [info ]: Loading ~/.dbt/profiles.yml
21:45:20.917378 [info ]: Loading ~/.dbt/profiles.yml
21:45:21.654208 [info ]: Loading ~/.dbt/profiles.yml
21:45:22.288815 [info ]: Loading ~/.dbt/profiles.yml
21:45:22.627631 [info ]: Loading ~/.dbt/profiles.yml
21:45:23.148736 [info ]: Loading ~/.dbt/profiles.yml
21:45:23.435805 [info ]: Loading ~/.dbt/profiles.yml
21:45:24.151266 [info ]: Loading ~/.dbt/profiles.yml
21:45:25.196152 [info ]: Loading ~/.dbt/profiles.yml
21:45:25.672032 [info ]: Loading ~/.dbt/profiles.yml
21:45:26.191058 [info ]: Loading ~/.dbt/profiles.yml
21:45:26.682791 [info ]: Loading ~/.dbt/profiles.yml
21:45:27.173197 [info ]: Loading ~/.dbt/profiles.yml
21:45:27.692068 [info ]: Loading ~/.dbt/profiles.yml
21:45:28.173488 [info ]: Loading ~/.dbt/profiles.yml
21:45:28.505914 [info ]: Loading ~/.dbt/profiles.yml
21:45:29.011221 [info ]: Loading ~/.dbt/profiles.yml
21:45:29.501656 [info ]: Loading ~/.dbt/profiles.yml
21:45:30.005443 [info ]: Loading ~/.dbt/profiles.yml
21:45:30.516048 [info ]: Loading ~/.dbt/profiles.yml
21:45:31.030198 [info ]: Loading ~/.dbt/profiles.yml
21:45:31.520577 [info ]: Loading ~/.dbt/profiles.yml
21:45:32.018535 [info ]: Loading ~/.dbt/profiles.yml
21:45:32.521446 [info ]: Loading ~/.dbt/profiles.yml
21:45:33.552294 [info ]: Loading ~/.dbt/profiles.yml
21:45:34.046042 [info ]: Loading ~/.dbt/profiles.yml
21:45:34.541566 [info ]: Loading ~/.dbt/profiles.yml
21:45:35.049135 [info ]: Loading ~/.dbt/profiles.yml
21:45:35.547825 [info ]: Loading ~/.dbt/profiles.yml
21:45:36.049558 [info ]: Loading ~/.dbt/profiles.yml
21:45:36.544820 [info ]: Loading ~/.dbt/profiles.yml
21:45:37.041699 [info ]: Loading ~/.dbt/profiles.yml
21:45:37.542694 [info ]: Loading ~/.dbt/profiles.yml
21:45:38.044442 [info ]: Loading ~/.dbt/profiles.yml
21:45:39.065498 [info ]: Loading ~/.dbt/profiles.yml
21:45:39.558903 [info ]: Loading ~/.dbt/profiles.yml
21:45:40.054228 [info ]: Loading ~/.dbt/profiles.yml
21:45:40.567842 [info ]: Loading ~/.dbt/profiles.yml
21:45:41.064142 [info ]: Loading ~/.dbt/profiles.yml
21:45:41.566327 [info ]: Loading ~/.dbt/profiles.yml
21:45:42.077609 [info ]: Loading ~/.dbt/profiles.yml
21:45:42.575568 [info ]: Loading ~/.dbt/profiles.yml
21:45:43.087005 [info ]: Loading ~/.dbt/profiles.yml
21:45:43.568820 [info ]: Loading ~/.dbt/profiles.yml
21:45:44.082120 [info ]: Loading ~/.dbt/profiles.yml
21:45:44.586101 [info ]: Loading ~/.dbt/profiles.yml
21:45:45.086546 [info ]: Loading ~/.dbt/profiles.yml
21:45:45.593230 [info ]: Loading ~/.dbt/profiles.yml
21:45:46.109970 [info ]: Loading ~/.dbt/profiles.yml
21:45:46.599049 [info ]: Loading ~/.dbt/profiles.yml
21:45:47.101540 [info ]: Loading ~/.dbt/profiles.yml
21:45:47.614833 [info ]: Loading ~/.dbt/profiles.yml
21:45:48.109735 [info ]: Loading ~/.dbt/profiles.yml
21:45:48.615595 [info ]: Loading ~/.dbt/profiles.yml
21:45:49.117909 [info ]: Loading ~/.dbt/profiles.yml
21:45:49.623737 [info ]: Loading ~/.dbt/profiles.yml
21:45:50.119820 [info ]: Loading ~/.dbt/profiles.yml
21:45:50.625738 [info ]: Loading ~/.dbt/profiles.yml
21:45:51.121060 [info ]: Loading ~/.dbt/profiles.yml
21:45:51.733825 [info ]: Loading ~/.dbt/profiles.yml
21:45:54.784964 [info ]: Loading ~/.dbt/profiles.yml
21:45:55.045818 [info ]: Loading ~/.dbt/profiles.yml
21:45:55.541219 [info ]: Loading ~/.dbt/profiles.yml
21:45:56.054429 [info ]: Loading ~/.dbt/profiles.yml
21:45:56.554897 [info ]: Loading ~/.dbt/profiles.yml
21:45:57.578735 [info ]: Loading ~/.dbt/profiles.yml
21:45:58.080371 [info ]: Loading ~/.dbt/profiles.yml
21:45:58.582222 [info ]: Loading ~/.dbt/profiles.yml
21:45:59.080936 [info ]: Loading ~/.dbt/profiles.yml
21:45:59.590013 [info ]: Loading ~/.dbt/profiles.yml
21:46:00.090731 [info ]: Loading ~/.dbt/profiles.yml
21:46:00.592617 [info ]: Loading ~/.dbt/profiles.yml
21:46:01.593898 [info ]: Loading ~/.dbt/profiles.yml
21:46:02.106924 [info ]: Loading ~/.dbt/profiles.yml
21:46:02.618205 [info ]: Loading ~/.dbt/profiles.yml
21:46:03.130765 [info ]: Loading ~/.dbt/profiles.yml
21:46:03.627126 [info ]: Loading ~/.dbt/profiles.yml
21:46:04.092201 [info ]: Loading ~/.dbt/profiles.yml
21:46:05.995876 [info ]: Loading ~/.dbt/profiles.yml
21:46:06.508422 [info ]: Loading ~/.dbt/profiles.yml
21:46:07.020278 [info ]: Loading ~/.dbt/profiles.yml
21:46:07.511923 [info ]: Loading ~/.dbt/profiles.yml
21:46:08.032081 [info ]: Loading ~/.dbt/profiles.yml
21:46:08.633187 [info ]: Loading ~/.dbt/profiles.yml
21:46:09.232539 [info ]: Loading ~/.dbt/profiles.yml
21:46:09.573249 [info ]: Loading ~/.dbt/profiles.yml
21:46:45.273914 [info ]: Loading ~/.dbt/profiles.yml
21:46:45.581112 [info ]: Loading ~/.dbt/profiles.yml
21:46:46.096059 [info ]: Loading ~/.dbt/profiles.yml
21:46:46.588949 [info ]: Loading ~/.dbt/profiles.yml
21:46:47.649317 [info ]: Loading ~/.dbt/profiles.yml
21:46:48.333980 [info ]: Loading ~/.dbt/profiles.yml
21:46:48.848310 [info ]: Loading ~/.dbt/profiles.yml
21:46:49.349054 [info ]: Loading ~/.dbt/profiles.yml
21:46:49.797164 [info ]: Loading ~/.dbt/profiles.yml
21:46:50.295472 [info ]: Loading ~/.dbt/profiles.yml
21:46:50.799984 [info ]: Loading ~/.dbt/profiles.yml
21:46:51.256401 [info ]: Loading ~/.dbt/profiles.yml
21:46:51.546623 [info ]: Loading ~/.dbt/profiles.yml
21:46:52.063170 [info ]: Loading ~/.dbt/profiles.yml
21:46:52.568729 [info ]: Loading ~/.dbt/profiles.yml
21:46:53.064423 [info ]: Loading ~/.dbt/profiles.yml
21:46:53.586875 [info ]: Loading ~/.dbt/profiles.yml
21:46:54.088217 [info ]: Loading ~/.dbt/profiles.yml
21:46:54.587795 [info ]: Loading ~/.dbt/profiles.yml
21:46:55.105436 [info ]: Loading ~/.dbt/profiles.yml
21:46:55.556739 [info ]: Loading ~/.dbt/profiles.yml
21:46:55.895213 [info ]: Loading ~/.dbt/profiles.yml
21:46:56.725742 [info ]: Loading ~/.dbt/profiles.yml
21:46:57.105040 [info ]: Loading ~/.dbt/profiles.yml
21:46:57.462757 [info ]: Loading ~/.dbt/profiles.yml
21:50:20.317961 [info ]: Loading ~/.dbt/profiles.yml
21:50:22.016799 [info ]: Loading ~/.dbt/profiles.yml
21:50:49.969396 [info ]: Loading ~/.dbt/profiles.yml
21:54:02.557595 [info ]: Loading ~/.dbt/profiles.yml
21:55:47.942643 [info ]: Loading ~/.dbt/profiles.yml
22:04:06.383595 [info ]: Loading ~/.dbt/profiles.yml
22:04:13.227570 [info ]: Loading ~/.dbt/profiles.yml
22:04:21.094821 [info ]: Loading ~/.dbt/profiles.yml
22:08:08.978125 [info ]: Loading ~/.dbt/profiles.yml
22:09:43.258391 [info ]: Loading ~/.dbt/profiles.yml
22:09:43.782145 [info ]: Loading ~/.dbt/profiles.yml
22:09:44.255590 [info ]: Loading ~/.dbt/profiles.yml
22:09:45.014823 [info ]: Loading ~/.dbt/profiles.yml
22:09:45.710200 [info ]: Loading ~/.dbt/profiles.yml
22:09:46.646204 [info ]: Loading ~/.dbt/profiles.yml
22:09:47.152162 [info ]: Loading ~/.dbt/profiles.yml
22:09:47.651029 [info ]: Loading ~/.dbt/profiles.yml
22:13:06.391953 [info ]: Loading ~/.dbt/profiles.yml
22:13:06.994823 [info ]: Loading ~/.dbt/profiles.yml
22:13:07.444663 [info ]: Loading ~/.dbt/profiles.yml
22:13:07.814798 [info ]: Loading ~/.dbt/profiles.yml
22:13:08.292610 [info ]: Loading ~/.dbt/profiles.yml
22:13:08.802184 [info ]: Loading ~/.dbt/profiles.yml
22:13:09.371349 [info ]: Loading ~/.dbt/profiles.yml
22:13:09.796579 [info ]: Loading ~/.dbt/profiles.yml
22:13:10.347731 [info ]: Loading ~/.dbt/profiles.yml
22:13:10.769142 [info ]: Loading ~/.dbt/profiles.yml
22:13:33.453589 [info ]: Loading ~/.dbt/profiles.yml
22:13:44.138896 [info ]: Loading ~/.dbt/profiles.yml
22:13:44.641169 [info ]: Loading ~/.dbt/profiles.yml
22:13:45.658272 [info ]: Loading ~/.dbt/profiles.yml
22:13:46.660494 [info ]: Loading ~/.dbt/profiles.yml
22:13:47.159456 [info ]: Loading ~/.dbt/profiles.yml
22:13:47.660151 [info ]: Loading ~/.dbt/profiles.yml
22:13:48.163005 [info ]: Loading ~/.dbt/profiles.yml
22:13:48.653209 [info ]: Loading ~/.dbt/profiles.yml
22:13:49.152820 [info ]: Loading ~/.dbt/profiles.yml
22:13:49.659717 [info ]: Loading ~/.dbt/profiles.yml
22:13:50.672805 [info ]: Loading ~/.dbt/profiles.yml
22:13:51.681582 [info ]: Loading ~/.dbt/profiles.yml
22:13:52.184465 [info ]: Loading ~/.dbt/profiles.yml
22:13:53.247291 [info ]: Loading ~/.dbt/profiles.yml
22:13:53.693072 [info ]: Loading ~/.dbt/profiles.yml
22:13:54.923573 [info ]: Loading ~/.dbt/profiles.yml
22:13:55.924585 [info ]: Loading ~/.dbt/profiles.yml
22:13:56.410642 [info ]: Loading ~/.dbt/profiles.yml
22:13:56.914035 [info ]: Loading ~/.dbt/profiles.yml
22:13:57.914623 [info ]: Loading ~/.dbt/profiles.yml
22:13:58.432776 [info ]: Loading ~/.dbt/profiles.yml
22:13:59.202195 [info ]: Loading ~/.dbt/profiles.yml
22:13:59.477023 [info ]: Loading ~/.dbt/profiles.yml
22:13:59.930827 [info ]: Loading ~/.dbt/profiles.yml
22:14:00.462620 [info ]: Loading ~/.dbt/profiles.yml
22:14:01.044066 [info ]: Loading ~/.dbt/profiles.yml
22:14:01.431409 [info ]: Loading ~/.dbt/profiles.yml
22:14:02.602416 [info ]: Loading ~/.dbt/profiles.yml
22:14:03.606889 [info ]: Loading ~/.dbt/profiles.yml
22:14:04.614352 [info ]: Loading ~/.dbt/profiles.yml
22:14:05.105790 [info ]: Loading ~/.dbt/profiles.yml
22:14:06.113585 [info ]: Loading ~/.dbt/profiles.yml
22:14:07.206864 [info ]: Loading ~/.dbt/profiles.yml
22:14:07.926781 [info ]: Loading ~/.dbt/profiles.yml
22:14:08.626852 [info ]: Loading ~/.dbt/profiles.yml
22:14:09.099357 [info ]: Loading ~/.dbt/profiles.yml
22:14:10.116864 [info ]: Loading ~/.dbt/profiles.yml
